persona_id,alpha
P001,2.09524971853117e-10
P002,0.0
P003,5.7789064071495157e-11
P004,0.0
P005,2.3913824934804438e-11
P006,6.161041547621754e-13
P007,0.0
P008,2.5494558404390377e-10
P009,0.0
P010,0.0
P011,0.0
P012,0.0
P013,0.0
P014,7.376457073665561e-11
P015,3.2788852789392863e-11
P016,0.0
P017,0.0
P018,2.3642874222429885e-10
P019,2.948979437734466e-11
P020,3.338726314576255e-11
P021,0.14841236631680613
P022,0.6309099845279265
P023,8.870805489283344e-11
P024,4.3752513371464604e-10
P025,0.0
P026,1.2979866617188242e-10
P027,0.0
P028,2.1983346768741392e-10
P029,0.0
P030,1.8363720896103088e-10
P031,0.0
P032,9.237232199951591e-12
P033,0.0843969513672253
P034,9.674582824831914e-11
P035,3.3892876117550984e-11
P036,0.1287785023005088
P037,4.547868555461841e-11
P038,0.0
P039,1.5020406461078734e-11
P040,0.0
P041,0.0
P042,0.0
P043,1.4084003772018378e-10
P044,0.007502192752015672
P045,8.574770579041846e-11
P046,2.9640355142301884e-10
P047,0.0
P048,0.0
P049,0.0
P050,0.0
DUMMY_NO_BUY,0.0
