split,train_frac,n_train_rows,objective,article_id,n_candidate_prices,ground_truth_optimal_price,policy_optimal_price,ground_truth_best_value,ground_truth_value_at_policy_price,absolute_regret,relative_performance,price_match,policy_selected_exposure_n,ground_truth_selected_exposure_n
3,0.025,73,expected_revenue,399201022,10,34.99,29.99,60.129738931464,59.71706988999348,0.4126690414705152,0.9931370225648098,False,100,250
3,0.025,73,cvar_0.25,399201022,10,25.0,25.0,14.163083962182267,14.163083962182267,0.0,1.0,True,100,250
3,0.025,73,expected_revenue,399223004,10,19.99,18.99,33.67894399143184,33.09845114369956,0.5804928477322733,0.9827639237180371,False,100,250
3,0.025,73,cvar_0.25,399223004,10,15.99,15.99,6.554457404383357,6.554457404383357,0.0,1.0,True,100,250
3,0.025,73,expected_revenue,518329007,10,14.99,14.99,26.828140158546766,26.828140158546766,0.0,1.0,True,100,250
3,0.025,73,cvar_0.25,518329007,10,14.99,11.99,5.040674200628617,4.989741317156338,0.05093288347227887,0.9898956208147857,False,100,250
3,0.025,73,expected_revenue,529953001,10,19.99,19.99,40.70472286667289,40.70472286667289,0.0,1.0,True,100,250
3,0.025,73,cvar_0.25,529953001,10,19.99,19.99,9.640540769105643,9.640540769105643,0.0,1.0,True,100,250
3,0.025,73,expected_revenue,534357002,10,29.99,29.99,56.58745387358342,56.58745387358342,0.0,1.0,True,100,250
3,0.025,73,cvar_0.25,534357002,10,29.99,15.99,11.940386228695,9.115215010737664,2.8251712179573367,0.763393648760882,False,100,250
3,0.025,73,expected_revenue,554450004,10,19.99,15.99,29.370652918351368,28.457725336714645,0.9129275816367226,0.9689170144029619,False,100,250
3,0.025,73,cvar_0.25,554450004,10,13.99,11.99,5.8215672770968965,5.690990916592316,0.13057636050458044,0.977570239372086,False,100,250
3,0.025,73,expected_revenue,562245006,10,19.99,19.99,39.55844299189793,39.55844299189793,0.0,1.0,True,100,250
3,0.025,73,cvar_0.25,562245006,10,19.99,10.99,9.024640759290907,6.680723674970926,2.3439170843199815,0.7402758573069063,False,100,250
3,0.025,73,expected_revenue,562245042,10,19.99,16.76,43.004232838655774,39.69551189180424,3.308720946851537,0.9230605750074588,False,100,250
3,0.025,73,cvar_0.25,562245042,10,17.99,14.99,10.804284238134821,9.952250541958405,0.8520336961764166,0.9211392742548297,False,100,250
3,0.025,73,expected_revenue,569978016,10,19.99,19.99,45.74492888046852,45.74492888046852,0.0,1.0,True,100,250
3,0.025,73,cvar_0.25,569978016,10,19.99,19.99,11.964708022532417,11.964708022532417,0.0,1.0,True,100,250
3,0.025,73,expected_revenue,573085028,10,19.99,19.99,43.15099116692394,43.15099116692394,0.0,1.0,True,100,250
3,0.025,73,cvar_0.25,573085028,10,19.99,15.99,10.842100552190374,9.033988618737874,1.8081119334524995,0.8332323220257152,False,100,250
3,0.025,73,expected_revenue,583534002,10,9.99,9.99,18.77945244194845,18.77945244194845,0.0,1.0,True,100,250
3,0.025,73,cvar_0.25,583534002,10,8.49,7.49,4.163222350908043,4.106637185699292,0.056585165208751675,0.986408324984994,False,100,250
3,0.025,73,expected_revenue,583534009,10,9.99,8.39,18.501649830068075,17.78093427785679,0.7207155522112849,0.9610458765120498,False,100,250
3,0.025,73,cvar_0.25,583534009,10,8.39,6.99,4.395173893746365,4.219260017598416,0.1759138761479484,0.9599756732268896,False,100,250
3,0.025,73,expected_revenue,658030020,10,26.99,22.49,45.68067209096991,42.751265037011194,2.9294070539587125,0.9358720675535377,False,100,250
3,0.025,73,cvar_0.25,658030020,10,22.49,22.49,9.144218198851629,9.144218198851629,0.0,1.0,True,100,250
3,0.025,73,expected_revenue,660308001,10,14.99,12.74,30.401644086649195,28.850854881738275,1.5507892049109202,0.9489899559217606,False,100,250
3,0.025,73,cvar_0.25,660308001,10,12.74,12.74,7.500984324521791,7.500984324521791,0.0,1.0,True,100,250
3,0.025,73,expected_revenue,664647001,10,23.99,21.67,48.04640484705029,47.32633018594183,0.7200746611084625,0.9850129335711854,False,100,250
3,0.025,73,cvar_0.25,664647001,10,21.67,21.67,12.003447258336482,12.003447258336482,0.0,1.0,True,100,250
