persona_id,alpha
P001,0.05831579660979294
P002,1.9898106196736357e-08
P003,1.0805888364941105e-08
P004,1.3194058444475304e-08
P005,4.812659935168344e-09
P006,1.2398226607695834e-08
P007,0.03977510680521808
P008,7.271490125883892e-09
P009,7.125494013691531e-08
P010,1.6589010367326108e-08
P011,0.1711348213070031
P012,1.1664335811491001e-07
P013,0.17183479220310394
P014,1.8739884401453512e-07
P015,3.9880095790816996e-08
P016,0.12726024951971984
P017,8.226259866393664e-09
P018,2.6281837690883477e-08
P019,9.261182476050138e-08
P020,1.1376573844885804e-07
P021,4.6595151006001155e-08
P022,0.018955359138681814
P023,1.8698252173016482e-08
P024,7.254276981254689e-09
P025,0.17982149464502645
P026,7.012174341627584e-09
P027,9.992654098050113e-09
P028,2.322377006195027e-08
P029,5.401043653727392e-08
P030,5.322808115457712e-08
P031,1.3519320631766253e-08
P032,4.010001394649014e-08
P033,1.5484243258571888e-08
P034,9.321142308060025e-09
P035,1.841513269733961e-08
P036,6.406159478503023e-08
P037,7.888413401647287e-09
P038,1.681603849038104e-08
P039,2.658932554925564e-08
P040,2.237227665191648e-08
P041,1.9612746158992035e-08
P042,3.70068782827823e-08
P043,2.478886800152828e-08
P044,2.126801362199777e-08
P045,8.164347991515077e-09
P046,2.2304344607437247e-08
P047,1.6404470270157152e-08
P048,2.8788472063716562e-08
P049,4.11072468489236e-08
P050,2.654221174411793e-08
DUMMY_NO_BUY,0.2329009381692173
