split,train_frac,n_train_rows,objective,n_products,mean_regret,median_regret,std_regret,mean_relative_performance,price_match_rate,mean_candidate_prices,selected_exposure_n
5,0.3,861,expected_revenue,15,1.5386071933988186,0.0,2.5366832046989147,0.9711386463428384,0.6,9.533333333333331,100
5,0.4,1147,cvar_0.25,15,0.1442457883400271,0.0049593959686262,0.2246921367815475,0.9744138940043794,0.4666666666666667,9.533333333333331,100
5,0.4,1147,expected_revenue,15,1.4152848680384271,0.0,2.490250727083637,0.9742550750717612,0.6666666666666666,9.533333333333331,100
5,0.5,1434,cvar_0.25,15,0.1497037315568464,0.0292196349026774,0.2219151944280961,0.972472104914971,0.4,9.533333333333331,100
5,0.5,1434,expected_revenue,15,1.5386071933988186,0.0,2.5366832046989147,0.9711386463428384,0.6,9.533333333333331,100
5,0.6,1721,cvar_0.25,15,0.1481118996806136,0.0292196349026774,0.2213991448077214,0.9694065794919904,0.4,9.533333333333331,100
5,0.6,1721,expected_revenue,15,0.8565263325911857,0.0,1.5949091409657812,0.98353288148163,0.7333333333333333,9.533333333333331,100
5,0.7,2007,cvar_0.25,15,0.1335706202342722,0.0049593959686262,0.2242619588660278,0.975129421237191,0.4666666666666667,9.533333333333331,100
5,0.7,2007,expected_revenue,15,1.071899000642126,0.0,1.6864809641896197,0.9799567644411016,0.6666666666666666,9.533333333333331,100
5,0.8,2294,cvar_0.25,15,0.1290515107404157,0.0,0.2263302340659754,0.9768099207491576,0.5333333333333333,9.533333333333331,100
5,0.8,2294,expected_revenue,15,0.7737252325526882,0.0,1.5568224969717228,0.985533184504568,0.7333333333333333,9.533333333333331,100
6,0.01,29,cvar_0.25,15,3.0595046601489946,1.9283901858130423,2.648335325595312,0.6008374082157818,0.0666666666666666,9.933333333333334,100
6,0.01,29,expected_revenue,15,1.2192701445886187,0.0120360105917853,1.5645480184716536,0.9704368319545248,0.4666666666666667,9.933333333333334,100
6,0.025,72,cvar_0.25,15,2.0702758670246157,1.3388585548436571,2.530033236311115,0.7324160951354951,0.3333333333333333,9.933333333333334,100
6,0.025,72,expected_revenue,15,0.86075614471946,0.0574627854834268,1.2392244297862556,0.9800779735119896,0.4,9.933333333333334,100
6,0.05,143,cvar_0.25,15,0.8354974617069576,0.0602447891075419,1.5920474233171558,0.878050618765308,0.3333333333333333,9.933333333333334,100
6,0.05,143,expected_revenue,15,0.8017664424195101,0.0,1.3071356179899818,0.980990194476996,0.5333333333333333,9.933333333333334,100
6,0.1,286,cvar_0.25,15,0.2522969859965466,0.0,0.5547075632882079,0.9598048153242492,0.6666666666666666,9.933333333333334,100
6,0.1,286,expected_revenue,15,0.065865138271144,0.0,0.2154570649594611,0.998031248197404,0.7333333333333333,9.933333333333334,100
6,0.2,571,cvar_0.25,15,0.3773936641725279,0.0,0.6706990300551621,0.9533018535462482,0.6666666666666666,9.933333333333334,100
6,0.2,571,expected_revenue,15,0.065865138271144,0.0,0.2154570649594611,0.998031248197404,0.7333333333333333,9.933333333333334,100
6,0.3,856,cvar_0.25,15,0.3727156228448673,0.0,0.6570636227471054,0.948546177926764,0.5333333333333333,9.933333333333334,250
6,0.3,856,expected_revenue,15,0.1400029458503048,0.0,0.3104723025628207,0.996151288470188,0.6,9.933333333333334,250
6,0.4,1141,cvar_0.25,15,0.2455377596363835,0.0,0.5450082265474349,0.9605711467983336,0.6,9.933333333333334,100
6,0.4,1141,expected_revenue,15,0.2507233295355488,0.0,0.4970525999104646,0.9934059559778176,0.5333333333333333,9.933333333333334,100
6,0.5,1426,cvar_0.25,15,0.3590302525319481,0.0,0.6634480089474734,0.9504455476965876,0.6,9.933333333333334,100
6,0.5,1426,expected_revenue,15,0.1465204642913588,0.0,0.3429161883737953,0.9967202935677444,0.6,9.933333333333334,100
6,0.6,1711,cvar_0.25,15,0.3780998448202228,0.0,0.6644742416927216,0.9480803230112071,0.6,9.933333333333334,100
6,0.6,1711,expected_revenue,15,0.2024901433080399,0.0,0.3834157678355427,0.9950307818194334,0.5333333333333333,9.933333333333334,100
6,0.7,1996,cvar_0.25,15,0.0745650207385562,0.0,0.2032095760455715,0.9902583100379686,0.7333333333333333,9.933333333333334,100
6,0.7,1996,expected_revenue,15,0.4432449129819434,0.0,0.97513696201566,0.9898574213319856,0.5333333333333333,9.933333333333334,100
6,0.8,2281,cvar_0.25,15,0.1048384302258342,0.0,0.2157578311301146,0.9865411604838662,0.6,9.933333333333334,200
6,0.8,2281,expected_revenue,15,0.437455804902581,0.0,0.9776584928684434,0.9900368388173912,0.6,9.933333333333334,200
