split,train_frac,n_train_rows,objective,article_id,n_candidate_prices,ground_truth_optimal_price,policy_optimal_price,ground_truth_best_value,ground_truth_value_at_policy_price,absolute_regret,relative_performance,price_match,policy_selected_exposure_n,ground_truth_selected_exposure_n
7,0.025,72,expected_revenue,399087015,10,19.99,19.99,34.9499533181891,34.9499533181891,0.0,1.0,True,250,250
7,0.025,72,cvar_0.25,399087015,10,15.99,15.99,7.954321318257462,7.954321318257462,0.0,1.0,True,250,250
7,0.025,72,expected_revenue,399223004,10,19.99,18.99,35.41350546891183,35.139595476848086,0.2739099920637429,0.9922653804406854,False,250,250
7,0.025,72,cvar_0.25,399223004,10,15.99,18.99,8.00541570258497,7.133236691246971,0.8721790113379999,0.8910513777496438,False,250,250
7,0.025,72,expected_revenue,524825011,10,24.99,20.99,49.075448779340434,46.918168976782795,2.157279802557639,0.9560415675003302,False,250,250
7,0.025,72,cvar_0.25,524825011,10,20.99,20.99,12.099131007723948,12.099131007723948,0.0,1.0,True,250,250
7,0.025,72,expected_revenue,534357015,10,35.99,38.98,59.758897114785476,58.76989141395717,0.989005700828308,0.983450067712451,False,250,250
7,0.025,72,cvar_0.25,534357015,10,29.99,15.99,12.26600335154748,7.364774983572624,4.9012283679748565,0.6004217325314429,False,250,250
7,0.025,72,expected_revenue,562245064,10,19.99,19.99,37.32310439221098,37.32310439221098,0.0,1.0,True,250,250
7,0.025,72,cvar_0.25,562245064,10,16.99,16.99,8.548097988996945,8.548097988996945,0.0,1.0,True,250,250
7,0.025,72,expected_revenue,562252035,10,14.99,14.99,28.83219820798623,28.83219820798623,0.0,1.0,True,250,250
7,0.025,72,cvar_0.25,562252035,10,12.74,11.99,6.373327862289556,6.310093197322746,0.06323466496681007,0.990078234427423,False,250,250
7,0.025,72,expected_revenue,573085028,10,19.99,19.99,41.898737108456146,41.898737108456146,0.0,1.0,True,250,250
7,0.025,72,cvar_0.25,573085028,10,19.99,14.99,10.245471610077228,8.692238587759357,1.5532330223178707,0.8483980941599464,False,250,250
7,0.025,72,expected_revenue,573716012,9,14.99,14.24,29.552672203663654,29.021712463952856,0.5309597397107986,0.9820334440130604,False,250,250
7,0.025,72,cvar_0.25,573716012,9,13.49,11.99,6.889447835809027,6.6580391214379935,0.2314087143710335,0.9664111377448495,False,250,250
7,0.025,72,expected_revenue,598859001,10,29.34,34.99,52.25035145572704,51.11976349436199,1.1305879613650518,0.9783620984382655,False,250,250
7,0.025,72,cvar_0.25,598859001,10,26.24,20.99,10.40947730528779,10.007495735430824,0.4019815698569662,0.961383116743742,False,250,250
7,0.025,72,expected_revenue,658030020,10,29.99,22.49,48.74553181948044,43.11648460342003,5.629047216060414,0.884521780644296,False,250,250
7,0.025,72,cvar_0.25,658030020,10,22.49,22.49,9.360833460103295,9.360833460103295,0.0,1.0,True,250,250
7,0.025,72,expected_revenue,660712014,10,24.99,19.99,47.64573408733112,41.84230706315697,5.803427024174148,0.8781962932182577,False,250,250
7,0.025,72,cvar_0.25,660712014,10,24.99,19.99,10.245490983153548,10.217691707462604,0.02779927569094376,0.9972866819426562,False,250,250
7,0.025,72,expected_revenue,664319001,10,14.99,14.99,29.824850517521334,29.824850517521334,0.0,1.0,True,250,250
7,0.025,72,cvar_0.25,664319001,10,14.99,10.99,6.85587480028453,6.0373246046257085,0.8185501956588217,0.8806060175391695,False,250,250
7,0.025,72,expected_revenue,676387001,10,19.99,19.99,38.577890003703445,38.577890003703445,0.0,1.0,True,250,250
7,0.025,72,cvar_0.25,676387001,10,19.99,19.99,8.468903784676774,8.468903784676774,0.0,1.0,True,250,250
7,0.025,72,expected_revenue,712587003,10,19.99,19.99,42.78881976765723,42.78881976765723,0.0,1.0,True,250,250
7,0.025,72,cvar_0.25,712587003,10,19.99,19.99,10.673387987067352,10.673387987067352,0.0,1.0,True,250,250
7,0.025,72,expected_revenue,719530004,10,19.99,19.99,35.86107679507953,35.86107679507953,0.0,1.0,True,250,250
7,0.025,72,cvar_0.25,719530004,10,15.99,18.76,7.1011251858736175,6.58818941756798,0.5129357683056375,0.9277669728557907,False,250,250
