split,train_frac,n_train_rows,objective,article_id,n_candidate_prices,ground_truth_optimal_price,policy_optimal_price,ground_truth_best_value,ground_truth_value_at_policy_price,absolute_regret,relative_performance,price_match,policy_selected_exposure_n,ground_truth_selected_exposure_n
3,0.05,146,expected_revenue,399201022,10,34.99,29.99,60.129738931464,59.71706988999348,0.4126690414705152,0.9931370225648098,False,100,250
3,0.05,146,cvar_0.25,399201022,10,25.0,29.99,14.163083962182267,13.7422695164011,0.42081444578116667,0.970287936800713,False,100,250
3,0.05,146,expected_revenue,399223004,10,19.99,19.99,33.67894399143184,33.67894399143184,0.0,1.0,True,100,250
3,0.05,146,cvar_0.25,399223004,10,15.99,17.99,6.554457404383357,6.0910462005884805,0.46341120379487677,0.9292983117893228,False,100,250
3,0.05,146,expected_revenue,518329007,10,14.99,14.99,26.828140158546766,26.828140158546766,0.0,1.0,True,100,250
3,0.05,146,cvar_0.25,518329007,10,14.99,11.99,5.040674200628617,4.989741317156338,0.05093288347227887,0.9898956208147857,False,100,250
3,0.05,146,expected_revenue,529953001,10,19.99,19.99,40.70472286667289,40.70472286667289,0.0,1.0,True,100,250
3,0.05,146,cvar_0.25,529953001,10,19.99,19.99,9.640540769105643,9.640540769105643,0.0,1.0,True,100,250
3,0.05,146,expected_revenue,534357002,10,29.99,31.99,56.58745387358342,54.654514491578055,1.9329393820053653,0.965841555862832,False,100,250
3,0.05,146,cvar_0.25,534357002,10,29.99,29.99,11.940386228695,11.940386228695,0.0,1.0,True,100,250
3,0.05,146,expected_revenue,554450004,10,19.99,16.66,29.370652918351368,28.576808264846978,0.7938446535043902,0.9729715013244264,False,100,250
3,0.05,146,cvar_0.25,554450004,10,13.99,14.99,5.8215672770968965,5.6012735905976685,0.22029368649922798,0.9621590413691682,False,100,250
3,0.05,146,expected_revenue,562245006,10,19.99,19.99,39.55844299189793,39.55844299189793,0.0,1.0,True,100,250
3,0.05,146,cvar_0.25,562245006,10,19.99,15.99,9.024640759290907,8.417100818954763,0.6075399403361441,0.9326798754054915,False,100,250
3,0.05,146,expected_revenue,562245042,10,19.99,19.99,43.004232838655774,43.004232838655774,0.0,1.0,True,100,250
3,0.05,146,cvar_0.25,562245042,10,17.99,14.99,10.804284238134821,9.952250541958405,0.8520336961764166,0.9211392742548297,False,100,250
3,0.05,146,expected_revenue,569978016,10,19.99,19.99,45.74492888046852,45.74492888046852,0.0,1.0,True,100,250
3,0.05,146,cvar_0.25,569978016,10,19.99,19.99,11.964708022532417,11.964708022532417,0.0,1.0,True,100,250
3,0.05,146,expected_revenue,573085028,10,19.99,19.99,43.15099116692394,43.15099116692394,0.0,1.0,True,100,250
3,0.05,146,cvar_0.25,573085028,10,19.99,19.99,10.842100552190374,10.842100552190374,0.0,1.0,True,100,250
3,0.05,146,expected_revenue,583534002,10,9.99,9.99,18.77945244194845,18.77945244194845,0.0,1.0,True,100,250
3,0.05,146,cvar_0.25,583534002,10,8.49,7.49,4.163222350908043,4.106637185699292,0.056585165208751675,0.986408324984994,False,100,250
3,0.05,146,expected_revenue,583534009,10,9.99,9.99,18.501649830068075,18.501649830068075,0.0,1.0,True,100,250
3,0.05,146,cvar_0.25,583534009,10,8.39,8.39,4.395173893746365,4.395173893746365,0.0,1.0,True,100,250
3,0.05,146,expected_revenue,658030020,10,26.99,25.99,45.68067209096991,45.66887756824558,0.011794522724329681,0.9997418049651099,False,100,250
3,0.05,146,cvar_0.25,658030020,10,22.49,22.49,9.144218198851629,9.144218198851629,0.0,1.0,True,100,250
3,0.05,146,expected_revenue,660308001,10,14.99,14.99,30.401644086649195,30.401644086649195,0.0,1.0,True,100,250
3,0.05,146,cvar_0.25,660308001,10,12.74,10.99,7.500984324521791,7.099328161263157,0.4016561632586333,0.9464528725989252,False,100,250
3,0.05,146,expected_revenue,664647001,10,23.99,23.99,48.04640484705029,48.04640484705029,0.0,1.0,True,100,250
3,0.05,146,cvar_0.25,664647001,10,21.67,21.67,12.003447258336482,12.003447258336482,0.0,1.0,True,100,250
